latitud,longitud,comuna
"-34,5920207","-58,4317839",14
"-34,5920841","-58,4316902",14
"-34,5936582","-58,4293593",14
"-34,5869878","-58,4326449",14
"-34,5873168","-58,4283833",14
"-34,5886359","-58,4264099",14
"-34,5900902","-58,4242491",14
"-34,5913125","-58,4226679",14
"-34,5916134","-58,4193957",14
"-34,5905328","-58,4170529",14
"-34,5844499","-58,5077369",12
"-34,5860321","-58,5103081",12
"-34,5828321","-58,5051233",12
"-34,5809714","-58,5016503",12
"-34,5843695","-58,5035103",12
"-34,5860273","-58,5061886",12
"-34,5871342","-58,5099757",11
"-34,5854744","-58,5072798",12
"-34,5838623","-58,5046741",12
"-34,582461","-58,5024176",12
"-34,5810259","-58,5001031",12
"-34,5815638","-58,4994912",12
"-34,5832427","-58,4979472",12
"-34,5829677","-58,4966609",12
"-34,5901954","-58,4810777",15
"-34,5891714","-58,4843683",15
"-34,5892409","-58,4845545",15
"-34,5902894","-58,4814408",15
"-34,5900475","-58,4741091",15
"-34,5893324","-58,4731284",15
"-34,5811382","-58,4937051",12
"-34,58211","-58,4303243",14
"-34,5810932","-58,4936318",12
"-34,58586","-58,4352243",14
"-34,5855504","-58,4345297",14
"-34,5836108","-58,497789",12
"-34,5837786","-58,4979698",12
"-34,5864605","-58,5023102",12
"-34,586476","-58,502336",12
"-34,5869843","-58,4330334",14
"-34,5856079","-58,4312742",14
"-34,5885627","-58,508127",12
"-34,5869366","-58,5055032",12
"-34,5852672","-58,5028238",12
"-34,5838743","-58,5005773",12
"-34,5824354","-58,4982548",12
"-34,5816054","-58,4990475",12
"-34,5906516","-58,435126",14
"-34,5819919","-58,4228084",14
"-34,5808322","-58,4228332",14
"-34,5848111","-58,4243207",14
"-34,5858337","-58,4937003",12
"-34,5868081","-58,4271493",14
"-34,5841272","-58,4967162",12
"-34,5855051","-58,4989402",12
"-34,5869434","-58,5012633",12
"-34,5848647","-58,4964572",12
"-34,5876983","-58,4934891",12
"-34,6182251","-58,4518287",6
"-34,5876614","-58,4826614",15
"-34,614708","-58,443459",6
"-34,6148386","-58,4433831",6
"-34,6134445","-58,4398838",6
"-34,5846185","-58,4788606",15
"-34,613375","-58,4397383",6
"-34,5849191","-58,479031",15
"-34,5849081","-58,4790165",15
"-34,6119626","-58,4420181",6
"-34,5815515","-58,4745701",15
"-34,6084578","-58,4428667",6
"-34,5811071","-58,4745078",15
"-34,608232","-58,4448456",6
"-34,608141","-58,4449232",6
"-34,5809689","-58,4746268",15
"-34,6091138","-58,4446233",6
"-34,579938","-58,4759059",15
"-34,5798968","-58,4760802",15
"-34,6099109","-58,4467716",6
"-34,5798224","-58,476395",15
"-34,5797728","-58,4766048",15
"-34,6099468","-58,4468609",6
"-34,6109356","-58,4493388",6
"-34,5791356","-58,4785344",15
"-34,579177","-58,4783555",15
"-34,6119447","-58,4519105",6
"-34,6129622","-58,453959",6
"-34,6149387","-58,4525323",6
"-34,5805434","-58,4813267",15
"-34,6105","-58,4521377",6
"-34,6103611","-58,4518812",6
"-34,5869743","-58,4866364",15
"-34,6081322","-58,4476539",6
"-34,6080443","-58,4474541",6
"-34,5885657","-58,484097",15
"-34,6041494","-58,4141227",5
"-34,6041868","-58,4137415",5
"-34,6042095","-58,4135097",5
"-34,6041124","-58,410654",3
"-34,604142","-58,4097847",3
"-34,6041551","-58,4095799",3
"-34,6041663","-58,4094063",3
"-34,6045293","-58,4064084",3
"-34,604791","-58,406457",3
"-34,604595","-58,4059249",3
"-34,6046159","-58,4057675",3
"-34,6048204","-58,4032818",3
"-34,6048171","-58,4030336",3
"-34,6048011","-58,4023882",3
"-34,6047489","-58,400517",3
"-34,6047267","-58,3997524",3
"-34,6045974","-58,3961009",3
"-34,6045226","-58,39336",3
"-34,6045173","-58,3930298",3
"-34,6045074","-58,3925916",3
"-34,6193943","-58,3674944",1
"-34,6193082","-58,3664563",1
"-34,611108","-58,369095",1
"-34,6111035","-58,3689915",1
"-34,6091004","-58,4890482",11
"-34,6083907","-58,4877675",11
"-34,6070364","-58,4853019",11
"-34,6040114","-58,479284",11
"-34,6024753","-58,4764714",11
"-34,6012892","-58,4783972",11
"-34,595427","-58,4941334",15
"-34,6041311","-58,4834294",11
"-34,6056417","-58,4860845",11
"-34,5926867","-58,4964772",15
"-34,6069891","-58,4884642",11
"-34,5922628","-58,4967118",15
"-34,60491507","-58,49033296",11
"-34,604069","-58,4911807",11
"-34,5909886","-58,497869",15
"-34,603113","-58,491994",11
"-34,6021183","-58,4945204",11
"-34,5924789","-58,5009715",15
"-34,5926909","-58,5013149",15
"-34,5896072","-58,4962977",15
"-34,5801066","-58,4227349",14
"-34,57987","-58,4231253",14
"-34,6075533","-58,4950525",11
"-34,5880585","-58,4938025",15
"-34,5795455","-58,4236746",14
"-34,6058442","-58,4921099",11
"-34,5793662","-58,4239812",14
"-34,6036619","-58,4883598",11
"-34,5789669","-58,4246335",14
"-34,5899108","-58,4918918",15
"-34,5787984","-58,4249268",14
"-34,579089","-58,4247295",14
"-34,599311","-58,4855754",11
"-34,5794964","-58,4241654",14
"-34,5988736","-58,4850334",11
"-34,6002119","-58,4873169",11
"-34,6019271","-58,4900576",11
"-34,6040405","-58,4936877",11
"-34,5873521","-58,4923291",15
"-34,6051939","-58,4956666",11
"-34,5866127","-58,4915044",15
"-34,5855735","-58,4898616",15
"-34,5854416","-58,4896725",15
"-34,580461","-58,4204202",14
"-34,58036","-58,4203237",14
"-34,5867812","-58,4870078",15
"-34,5801232","-58,4200771",14
"-34,5794111","-58,4195804",14
"-34,5769422","-58,4170346",14
"-34,5768165","-58,4169614",14
"-34,5755417","-58,4157372",14
"-34,593929","-58,4926221",15
"-34,5965041","-58,4967959",15
"-34,5951031","-58,494396",15
"-34,5721253","-58,4236975",14
"-34,5719793","-58,4236135",14
"-34,5951014","-58,4941618",15
"-34,5774586","-58,4266209",14
"-34,5775451","-58,426498",14
"-34,5892688","-58,4871652",15
"-34,5754609","-58,4185487",14
"-34,5856259","-58,4781778",15
"-34,5784962","-58,4237221",14
"-34,5839619","-58,473563",15
"-34,5817973","-58,4739702",15
"-34,5839211","-58,4725573",15
"-34,5843467","-58,4725679",15
"-34,5859178","-58,4717281",15
"-34,5861984","-58,4715485",15
"-34,5844667","-58,4725724",15
"-34,6042451","-58,4131532",3
"-34,6016034","-58,4124642",3
"-34,6029218","-58,408277",3
"-34,6031733","-58,4060423",3
"-34,6032328","-58,4056373",3
"-34,6033889","-58,4020315",3
"-34,6033915","-58,4019547",3
"-34,6033941","-58,4018027",3
"-34,6033009","-58,3994361",3
"-34,603292","-58,3991574",3
"-34,6032797","-58,3987759",3
"-34,6032446","-58,3967923",3
"-34,6032393","-58,3962997",3
"-34,6032377","-58,3961843",3
"-34,6276097","-58,368797",1
"-34,6288469","-58,3701276",1
"-34,6289865","-58,3702732",1
"-34,5832835","-58,511009",12
"-34,5816152","-58,5068271",12
"-34,5830787","-58,5050162",12
"-34,6287847","-58,3790629",1
"-34,5860724","-58,5024533",12
"-34,6285281","-58,3791527",1
"-34,6282298","-58,379241",1
"-34,5993232","-58,4123924",5
"-34,6280226","-58,3793349",1
"-34,5864214","-58,5019909",12
"-34,5886203","-58,5000082",12
"-34,5891219","-58,4997001",12
"-34,5996631","-58,4067995",3
"-34,6258355","-58,380525",1
"-34,62603","-58,3804334",1
"-34,6256542","-58,3805541",1
"-34,5905889","-58,4983747",12
"-34,5998965","-58,4045435",3
"-34,6255865","-58,3806127",1
"-34,625348","-58,3806879",1
"-34,6251954","-58,3807516",1
"-34,5905879","-58,4981488",12
"-34,628256","-58,3795448",1
"-34,6286426","-58,3793947",1
"-34,6019717","-58,4009677",3
"-34,6290377","-58,3792007",1
"-34,6291928","-58,3791352",1
"-34,6044411","-58,4009011",3
"-34,6282654","-58,378005",1
"-34,6283105","-58,3779949",1
"-34,5926482","-58,5048981",11
"-34,6280754","-58,3781089",1
"-34,6264671","-58,3787781",1
"-34,6023639","-58,3996583",3
"-34,6011601","-58,3999415",3
"-34,6251323","-58,3791878",1
"-34,6005089","-58,3986269",3
"-34,602452","-58,3970499",3
"-34,580676","-58,511449",12
"-34,5804052","-58,5138963",12
"-34,5804281","-58,5139075",12
"-34,5999251","-58,3957467",3
"-34,5777565","-58,5138805",12
"-34,5756096","-58,5129345",12
"-34,6017898","-58,3941812",3
"-34,5730411","-58,5117775",12
"-34,6042541","-58,3939283",3
"-34,5700925","-58,5104021",12
"-34,5702141","-58,5092481",12
"-34,5995709","-58,3935621",2
"-34,5730074","-58,5104405",12
"-34,5996427","-58,3968967",2
"-34,5746488","-58,51121",12
"-34,5996669","-58,3981061",2
"-34,5770243","-58,5122611",12
"-34,5994493","-58,4006323",2
"-34,577985","-58,511765",12
"-34,5778615","-58,5102119",12
"-34,5771729","-58,5093102",12
"-34,5979504","-58,4048159",2
"-34,5979508","-58,404905",2
"-34,5979725","-58,4076951",2
"-34,5979582","-58,4111931",2
"-34,5741015","-58,5078551",12
"-34,5757468","-58,5066397",12
"-34,5750444","-58,5052336",12
"-34,5751068","-58,5051771",12
"-34,5761866","-58,5043373",12
"-34,5765671","-58,503861",12
"-34,5778421","-58,5028385",12
"-34,5780249","-58,5025349",12
"-34,577506","-58,4982008",12
"-34,5988255","-58,4785739",15
"-34,5985762","-58,4783633",15
"-34,5985174","-58,4783414",15
"-34,6227685","-58,459289",7
"-34,622114","-58,4597471",7
"-34,5971288","-58,4760919",15
"-34,5971059","-58,4743353",15
"-34,6174968","-58,4630488",7
"-34,5969373","-58,4750283",15
"-34,5962922","-58,4710162",15
"-34,6153808","-58,4636846",11
"-34,613991","-58,4599737",11
"-34,5947527","-58,4649594",15
"-34,6179473","-58,4590586",7
"-34,6160476","-58,4588817",7
"-34,6159762","-58,4586183",7
"-34,5948483","-58,4650586",15
"-34,5947458","-58,4651125",15
"-34,6146732","-58,4606044",7
"-34,5919796","-58,4654076",15
"-34,6174682","-58,4634214",7
"-34,6185467","-58,4659295",7
"-34,6196067","-58,468673",7
"-34,6204134","-58,4712777",7
"-34,6213511","-58,474296",7
"-34,6216391","-58,4765709",11
"-34,590094","-58,4659009",15
"-34,5899714","-58,4660285",15
"-34,5900227","-58,4660829",15
"-34,5899372","-58,4659923",15
"-34,5898859","-58,4659379",15
"-34,618005","-58,4689592",7
"-34,6175728","-58,4688805",11
"-34,6174105","-58,4685095",11
"-34,5868962","-58,4627566",15
"-34,5868429","-58,462684",15
"-34,6178802","-58,4649631",7
"-34,6200476","-58,4639068",7
"-34,5868098","-58,4626476",15
"-34,5856807","-58,4605312",15
"-34,6220468","-58,4629247",7
"-34,5856922","-58,4605249",15
"-34,5856925","-58,4605718",15
"-34,6231941","-58,4623503",7
"-34,6233979","-58,4664952",7
"-34,5849887","-58,4639519",15
"-34,5849474","-58,4640786",15
"-34,5841588","-58,4659203",15
"-34,5840936","-58,4661206",15
"-34,5840393","-58,466876",15
"-34,5840081","-58,4669717",15
"-34,6217901","-58,4690941",7
"-34,6238377","-58,4680793",7
"-34,5831842","-58,4688428",15
"-34,5830201","-58,4693472",15
"-34,5830413","-58,4699418",15
"-34,5829849","-58,470115",15
"-34,5823638","-58,4714345",15
"-34,581939","-58,4728293",15
"-34,6281161","-58,4630739",7
"-34,6281265","-58,4630701",7
"-34,5818238","-58,4731834",15
"-34,5875988","-58,4706905",15
"-34,5879483","-58,4700714",15
"-34,5901721","-58,4672474",15
"-34,5902141","-58,4674828",15
"-34,6116411","-58,4108464",3
"-34,6116097","-58,410387",3
"-34,5877622","-58,4732703",15
"-34,6113481","-58,406471",3
"-34,6112788","-58,405506",3
"-34,5901992","-58,4766218",15
"-34,6110548","-58,4019373",3
"-34,6108605","-58,3992287",3
"-34,594548","-58,476842",15
"-34,610559","-58,3949563",3
"-34,5945751","-58,477",15
"-34,5963628","-58,4774895",15
"-34,5969456","-58,4779207",15
"-34,6093049","-58,3946058",3
"-34,6093541","-58,3953312",3
"-34,6093814","-58,3957365",3
"-34,6095636","-58,398163",3
"-34,6095805","-58,3983802",3
"-34,570323","-58,508791",12
"-34,570411","-58,50863",12
"-34,6095965","-58,3987803",3
"-34,570491","-58,50849",12
"-34,609662","-58,3994509",3
"-34,570579","-58,508351",12
"-34,6096809","-58,3996958",3
"-34,609846","-58,4024596",3
"-34,6098613","-58,4027313",3
"-34,6098752","-58,4029785",3
"-34,6098806","-58,4030734",3
"-34,571898","-58,5059535",12
"-34,6099833","-58,4049728",3
"-34,6099957","-58,4051955",3
"-34,6100134","-58,4055179",3
"-34,6101789","-58,4068267",3
"-34,6100802","-58,4068822",3
"-34,573509","-58,5031395",12
"-34,6101908","-58,4081119",3
"-34,61022","-58,40841",3
"-34,6103864","-58,4106604",3
"-34,57501","-58,501383",12
"-34,6103947","-58,4107753",3
"-34,6104036","-58,4108988",3
"-34,6104769","-58,4120032",3
"-34,5766146","-58,4991098",12
"-34,6270183","-58,386783",1
"-34,5767542","-58,5031434",12
"-34,5771821","-58,5050782",12
"-34,6306938","-58,4260389",7
"-34,630961","-58,4259805",7
"-34,6335751","-58,4253238",7
"-34,6347194","-58,4250725",7
"-34,6365829","-58,4245429",7
"-34,6398805","-58,4236823",7
"-34,5848337","-58,4620871",15
"-34,58079","-58,4610092",15
"-34,6248143","-58,4663934",7
"-34,588814","-58,4102607",14
"-34,5887076","-58,4104171",14
"-34,588163","-58,4112557",14
"-34,5806819","-58,4645502",15
"-34,5867511","-58,4133808",14
"-34,5864721","-58,4138021",14
"-34,5805265","-58,4697848",15
"-34,6226734","-58,4600106",7
"-34,5862394","-58,4139307",14
"-34,6226129","-58,4598385",7
"-34,580645","-58,469942",15
"-34,5861138","-58,4143421",14
"-34,5858507","-58,4147393",14
"-34,585514","-58,4152452",14
"-34,6215346","-58,456752",7
"-34,5790837","-58,4709125",15
"-34,5840495","-58,4175774",14
"-34,6212143","-58,4602874",7
"-34,5839227","-58,4177623",14
"-34,5839677","-58,4175286",14
"-34,5816849","-58,4720514",15
"-34,6220978","-58,4626017",7
"-34,5837307","-58,4179085",14
"-34,5811333","-58,4742063",15
"-34,5802013","-58,4725432",15
"-34,6236225","-58,4665274",7
"-34,5828714","-58,4190827",14
"-34,5790866","-58,4705975",15
"-34,5790362","-58,4701841",15
"-34,5827535","-58,4192454",14
"-34,5824674","-58,4196565",14
"-34,5826016","-58,4194519",14
"-34,6249725","-58,4659334",7
"-34,5775695","-58,4679376",15
"-34,5766578","-58,4659044",15
"-34,5823357","-58,419864",14
"-34,5760995","-58,465355",15
"-34,5752659","-58,4634077",15
"-34,624063","-58,4687",7
"-34,5804302","-58,4198869",14
"-34,5749417","-58,4635748",15
"-34,6249794","-58,4716392",7
"-34,5775787","-58,4173408",14
"-34,6250231","-58,4717898",7
"-34,5725998","-58,4674141",15
"-34,5775546","-58,4173963",14
"-34,5755805","-58,4154704",14
"-34,6235974","-58,47271",7
"-34,6234718","-58,4727665",7
"-34,6232882","-58,4728491",7
"-34,621369","-58,4737119",7
"-34,621248","-58,473765",7
"-34,620911","-58,473907",7
"-34,578702","-58,407126",14
"-34,6208368","-58,4739376",7
"-34,5741661","-58,4701857",15
"-34,5751818","-58,4719626",15
"-34,6226412","-58,4733618",7
"-34,6228844","-58,4732524",7
"-34,5816216","-58,4048687",14
"-34,5809422","-58,4067531",14
"-34,6261481","-58,4759356",7
"-34,5762022","-58,4737459",15
"-34,579665","-58,4142913",14
"-34,5776448","-58,4762869",15
"-34,5772261","-58,4751493",15
"-34,6061241","-58,4133853",3
"-34,5773366","-58,4746741",15
"-34,5813498","-58,4089077",14
"-34,6062439","-58,4127756",3
"-34,6254341","-58,4738746",7
"-34,5777027","-58,4730871",15
"-34,5777514","-58,4728942",15
"-34,5779928","-58,4718384",15
"-34,5819806","-58,4069004",14
"-34,5783487","-58,4702056",15
"-34,6064853","-58,4055884",3
"-34,5785963","-58,4690433",15
"-34,5832481","-58,4061585",14
"-34,6063746","-58,4040094",3
"-34,5831911","-58,4066726",14
"-34,5789233","-58,4658914",15
"-34,6273274","-58,4285402",7
"-34,578915","-58,465855",15
"-34,5788985","-58,465782",15
"-34,5783145","-58,4631406",15
"-34,5831338","-58,4068718",14
"-34,5782848","-58,4627366",15
"-34,5829038","-58,4076178",14
"-34,5828327","-58,4078484",14
"-34,6283188","-58,4336707",7
"-34,5827886","-58,4079915",14
"-34,5819756","-58,4107264",14
"-34,6080512","-58,3926003",3
"-34,608044","-58,3924543",3
"-34,5819603","-58,41078",14
"-34,608265","-58,393613",3
"-34,5819407","-58,410849",14
"-34,632893","-58,4327845",7
"-34,5816367","-58,4109384",14
"-34,6083498","-58,3969796",3
"-34,6083376","-58,3968129",3
"-34,6083323","-58,3967399",3
"-34,6083295","-58,3967027",3
"-34,5818092","-58,4117404",14
"-34,6085227","-58,3994115",3
"-34,6362184","-58,4322042",7
"-34,6085335","-58,3995766",3
"-34,5816218","-58,4144282",14
"-34,6085498","-58,3998249",3
"-34,5816193","-58,4144666",14
"-34,5814295","-58,4151245",14
"-34,6087431","-58,4035252",3
"-34,6395794","-58,4315018",7
"-34,6087559","-58,4037706",3
"-34,5815498","-58,4155195",14
"-34,6087759","-58,4041541",3
"-34,5815012","-58,4160662",14
"-34,5813892","-58,4178952",14
"-34,5813669","-58,4181827",14
"-34,6388464","-58,4318122",7
"-34,5813501","-58,418471",14
"-34,5813282","-58,4187461",14
"-34,6092026","-58,4066152",3
"-34,5813018","-58,4190171",14
"-34,6092661","-58,4072816",3
"-34,6093019","-58,4076183",3
"-34,5812806","-58,419322",14
"-34,6093348","-58,4079988",3
"-34,5812689","-58,4196178",14
"-34,6093698","-58,4082913",3
"-34,58152","-58,4195492",14
"-34,6092668","-58,4083093",3
"-34,5815294","-58,419374",14
"-34,60942","-58,408752",3
"-34,6092259","-58,407945",3
"-34,6091928","-58,4075061",3
"-34,58155","-58,4191294",14
"-34,609161","-58,4072927",3
"-34,6091179","-58,4068657",3
"-34,6091015","-58,4066332",3
"-34,60903","-58,4066565",3
"-34,5815766","-58,4188874",14
"-34,6090691","-58,4073201",3
"-34,6091111","-58,4077269",3
"-34,5815966","-58,4186264",14
"-34,6091365","-58,4080105",3
"-34,6091647","-58,4083312",3
"-34,5816202","-58,4183503",14
"-34,6095984","-58,4086341",3
"-34,6098617","-58,4086385",3
"-34,5817264","-58,4163898",14
"-34,581754","-58,4159596",14
"-34,5817668","-58,415761",14
"-34,5817697","-58,4156118",14
"-34,5817337","-58,4144606",14
"-34,5818418","-58,4147279",14
"-34,6357945","-58,4324469",7
"-34,6356387","-58,4324795",7
"-34,5819854","-58,4124245",14
"-34,5820228","-58,4119667",14
"-34,6327986","-58,4329621",7
"-34,5820237","-58,4117331",14
"-34,6073715","-58,4136199",3
"-34,6324032","-58,433",7
"-34,5820338","-58,4116096",14
"-34,6292748","-58,4332929",7
"-34,5838489","-58,4105505",14
"-34,5827116","-58,4086502",14
"-34,6286513","-58,4290103",7
"-34,5828859","-58,4084542",14
"-34,582907","-58,4080167",14
"-34,5829837","-58,4077676",14
"-34,5831682","-58,4075746",14
"-34,5831565","-58,4072073",14
"-34,5858004","-58,4078981",14
"-34,5885345","-58,4098143",14
"-34,5888032","-58,4100183",14
"-34,603588","-58,4717886",15
"-34,6343943","-58,4637094",7
"-34,6344773","-58,4636588",7
"-34,6336293","-58,4608861",7
"-34,6334311","-58,4602449",7
"-34,6015939","-58,4722571",15
"-34,6016705","-58,4722747",15
"-34,6320184","-58,4560113",7
"-34,6320042","-58,4557046",7
"-34,6307936","-58,4518069",7
"-34,6307582","-58,4516896",7
"-34,6015934","-58,4688902",15
"-34,6328466","-58,4498725",7
"-34,6360321","-58,4492737",7
"-34,6005798","-58,4737368",15
"-34,6373159","-58,4512795",7
"-34,6038223","-58,4990916",11
"-34,6031293","-58,4999621",11
"-34,6412488","-58,4572899",7
"-34,6038952","-58,5012541",11
"-34,5987568","-58,4811239",11
"-34,6413632","-58,4575352",7
"-34,6426804","-58,460435",7
"-34,6026225","-58,5018018",11
"-34,5977922","-58,4835822",11
"-34,6426812","-58,4615911",7
"-34,6027645","-58,4939266",11
"-34,6391843","-58,4656318",7
"-34,6355966","-58,4673418",7
"-34,59596","-58,4991931",15
"-34,6334011","-58,4683193",7
"-34,6352958","-58,4677049",7
"-34,6390624","-58,4660494",7
"-34,6422349","-58,4626973",7
"-34,6340151","-58,4636383",7
"-34,6363234","-58,4621265",7
"-34,6401674","-58,4579679",7
"-34,6409613","-58,4571164",7
"-34,6400342","-58,4579059",7
"-34,638691","-58,4593619",7
"-34,636483","-58,4617348",7
"-34,6318499","-58,4629826",7
"-34,6313241","-58,4545709",7
"-34,6333904","-58,4535613",7
"-34,637316","-58,451623",7
"-34,6367785","-58,4516718",7
"-34,59701","-58,4952314",11
"-34,59685","-58,4947073",15
"-34,6336573","-58,4532099",7
"-34,59726","-58,4914977",11
"-34,59715","-58,4902083",15
"-34,6317524","-58,4541486",7
"-34,59753","-58,4871933",11
"-34,6294147","-58,4552987",7
"-34,59745","-58,4862062",15
"-34,6287143","-58,4537177",7
"-34,6286608","-58,4534919",7
"-34,59803","-58,4823396",15
"-34,5989382","-58,4803653",15
"-34,586483","-58,454947",15
"-34,586129","-58,454733",15
"-34,6311461","-58,4615272",7
"-34,631152","-58,4615469",7
"-34,586196","-58,45477",15
"-34,60161","-58,4704539",15
"-34,6323489","-58,4654781",7
"-34,60152","-58,469957",15
"-34,5868678","-58,455197",15
"-34,5870401","-58,4557029",15
"-34,5867039","-58,4567062",15
"-34,6026451","-58,4655632",15
"-34,6030427","-58,4643574",11
"-34,5870421","-58,4547741",15
"-34,5871189","-58,4545696",15
"-34,5872132","-58,4543301",15
"-34,5872435","-58,4542377",15
"-34,5873863","-58,4542909",15
"-34,6043897","-58,4591212",11
"-34,5871863","-58,4548181",15
"-34,5873758","-58,454783",15
"-34,60478","-58,4586812",6
"-34,5875903","-58,4542633",15
"-34,5875931","-58,4543411",15
"-34,60779","-58,4631219",11
"-34,6079498","-58,4641268",11
"-34,61153","-58,4680421",11
"-34,61481","-58,4729713",11
"-34,6122722","-58,4753939",11
"-34,610328","-58,4769468",11
"-34,6074324","-58,4792637",11
"-34,6034138","-58,4824617",11
"-34,6016063","-58,4819621",11
"-34,5999426","-58,4811144",11
"-34,6067289","-58,3936313",3
"-34,6090307","-58,3934665",3
"-34,6048403","-58,3994143",3
"-34,6094186","-58,4005475",3
"-34,6089187","-58,4033398",3
"-34,6071086","-58,4034494",3
"-34,6067582","-58,4034701",3
"-34,6077","-58,4072793",3
"-34,607736","-58,4068586",3
"-34,6078592","-58,4094454",3
"-34,6309501","-58,4713216",7
"-34,6312846","-58,4713522",7
"-34,6316261","-58,472543",7
"-34,631681","-58,4727376",7
"-34,6317087","-58,4728357",7
"-34,6318065","-58,473182",7
"-34,6314624","-58,4728012",7
"-34,631363","-58,473309",7
"-34,631526","-58,473043",7
"-34,6311719","-58,4717512",7
"-34,630937","-58,4708877",7
"-34,6309623","-58,4709807",7
"-34,6354707","-58,470531",7
"-34,6319537","-58,4721101",7
"-34,6330604","-58,4686989",7
"-34,6302934","-58,4697122",7
"-34,6300433","-58,4698242",7
"-34,6303793","-58,4698995",7
"-34,6303305","-58,4699214",7
"-34,6266774","-58,4713288",7
"-34,6265136","-58,4714023",7
"-34,6283337","-58,4644474",7
"-34,6282082","-58,464503",7
"-34,6281035","-58,4645493",7
"-34,6280691","-58,4603958",7
"-34,6280345","-58,4605803",7
"-34,628518","-58,460172",7
"-34,6281235","-58,4600846",7
"-34,6278536","-58,4593898",7
"-34,6278178","-58,4592933",7
"-34,627694","-58,459802",7
"-34,6277352","-58,4590924",7
"-34,627643","-58,459645",7
"-34,627509","-58,459723",7
"-34,6273179","-58,4585052",7
"-34,6271397","-58,4576507",7
"-34,6272133","-58,4582507",7
"-34,6269375","-58,4571589",7
"-34,6269275","-58,4575578",7
"-34,626858","-58,4574",7
"-34,6267522","-58,4571314",7
"-34,626015","-58,4547967",7
"-34,6259667","-58,4546728",7
"-34,6259164","-58,4545436",7
"-34,6260035","-58,4552144",7
"-34,6257833","-58,454202",7
"-34,6259469","-58,4550689",7
"-34,6258545","-58,4548317",7
"-34,61237","-58,375735",1
"-34,61237","-58,375735",1
"-34,6129778","-58,3782682",1
"-34,6132325","-58,3820494",1
"-34,6132621","-58,3824679",1
"-34,6136344","-58,3877724",1
"-34,6139246","-58,3919427",3
"-34,613959","-58,3924507",3
"-34,6141503","-58,3951272",3
"-34,6141655","-58,3953444",3
"-34,6142229","-58,3962841",3
"-34,6142436","-58,3966933",3
"-34,6182839","-58,3957334",3
"-34,6187233","-58,4030697",3
"-34,6193038","-58,4062002",3
"-34,6198729","-58,4089683",3
"-34,6201932","-58,4105159",3
"-34,6201983","-58,4105447",3
"-34,6204838","-58,4121872",3
"-34,6249189","-58,4109364",3
"-34,6249081","-58,4108421",3
"-34,6248847","-58,4106373",3
"-34,6245095","-58,4073751",3
"-34,6244932","-58,4072362",3
"-34,6239127","-58,4025795",3
"-34,6238049","-58,4016998",3
"-34,6234146","-58,398454",3
"-34,6233358","-58,3979672",3
"-34,6228541","-58,3921443",3
"-34,6228422","-58,3919521",3
"-34,5929726","-58,409738",2
"-34,5924124","-58,4117003",2
"-34,5897825","-58,4096442",2
"-34,5891689","-58,4097964",2
"-34,5853666","-58,4110792",14
"-34,5842142","-58,4126967",14
"-34,5840368","-58,4126992",14
"-34,5842899","-58,4147121",14
"-34,5843907","-58,4148675",14
"-34,5856313","-58,405939",2
"-34,6407744","-58,4272947",7
"-34,5835635","-58,40453",2
"-34,6412939","-58,4304961",7
"-34,5833305","-58,4047405",14
"-34,6413503","-58,4308295",7
"-34,5833192","-58,4035627",14
"-34,5833178","-58,403376",14
"-34,5833153","-58,4030579",14
"-34,5833119","-58,4026204",14
"-34,6427186","-58,437582",7
"-34,5828206","-58,4018837",14
"-34,5835247","-58,4016191",14
"-34,5835491","-58,4024132",2
"-34,6434875","-58,4413755",7
"-34,5835503","-58,4025571",2
"-34,6435564","-58,4410241",7
"-34,5835524","-58,4028371",2
"-34,5835554","-58,4032162",2
"-34,5835591","-58,4036903",2
"-34,6427001","-58,4368123",7
"-34,6426452","-58,436537",7
"-34,581289","-58,4039894",14
"-34,6418794","-58,4327109",7
"-34,6413128","-58,4323207",7
"-34,5824425","-58,4008558",14
"-34,6355958","-58,4342193",7
"-34,57719","-58,403776",14
"-34,577036","-58,403986",14
"-34,5765454","-58,4047019",14
"-34,574937","-58,406754",14
"-34,574684","-58,40717",14
"-34,5751947","-58,4083628",14
"-34,57229","-58,408408",14
"-34,5736814","-58,4086387",14
"-34,5723158","-58,4107741",14
"-34,5697867","-58,4102857",14
"-34,5697867","-58,4102857",14
"-34,5732549","-58,4136489",14
"-34,5666531","-58,4177691",14
"-34,5657202","-58,41912",14
"-34,5653705","-58,4195029",14
"-34,5629745","-58,4169615",14
"-34,564705","-58,419616",14
"-34,5659467","-58,4200025",14
"-34,5667803","-58,4208748",14
"-34,5687935","-58,4220714",14
"-34,571551","-58,424995",14
"-34,571524","-58,42495",14
"-34,572231","-58,426155",14
"-34,5722188","-58,4262231",14
"-34,574216","-58,4256191",14
"-34,5776804","-58,4270695",14
"-34,5775741","-58,4273824",14
"-34,5905282","-58,4084616",2
"-34,590726","-58,408228",2
"-34,5905151","-58,4082045",2
"-34,5901484","-58,4086375",2
"-34,5933017","-58,4085939",2
"-34,5930894","-58,4055905",2
"-34,5932016","-58,405453",2
"-34,5932519","-58,4053949",2
"-34,5946825","-58,4017836",2
"-34,5947311","-58,4016079",2
"-34,5955255","-58,3981628",2
"-34,5955455","-58,3980231",2
"-34,5955796","-58,3977844",2
"-34,5960413","-58,3960595",2
"-34,5958676","-58,3951511",2
